28,-40
-15,-32
20,20
-38,-38
20,19
12,13
-15,-27
14,14
-1,-1
-10,-31
-40,-40
37,26
-45,34
22,-28
-12,-11
-19,-19
-4,-4
-49,-49
-3,-8
-17,-17
-11,-12
28,49
32,10
-31,-22
48,46
33,17
20,-3
25,25
-26,-27
12,122
-8,-7
-21,-21
-43,-61
8,8
12,12
18,-10
32,32
-34,-34
18,90
-11,25
-28,-28
25,25
43,43
-40,-40
34,34
29,29
-22,99
31,-35
-13,93
-29,-29
9,-7
-20,-21
14,-7
16,13
15,15
44,44
47,47
-28,-28
33,34
-6,-6
-10,-16
-29,-26
25,25
-24,-36
44,44
21,21
23,103
-34,93
10,10
-16,64
-50,-50
40,-16
-33,-33
45,41
10,-35
-9,3
-7,-8
-17,32
-20,-20
-40,-40
10,10
-17,-17
-47,-9
-24,-22
-32,-31
-31,-32
-49,17
23,24
36,39
49,49
20,20
15,-104
14,23
16,-19
24,24
9,9
33,-78
-14,-13
6,11
-40,-39
-31,-31
16,16
43,42
-43,27
-40,-40
-47,-47
29,31
-42,61
41,9
11,-1
-39,-30
-38,-38
16,8
-17,-17
-39,81
33,33
-25,90
-25,-25
49,48
-36,-35
22,23
-32,-33
10,-125
-3,-11
-41,-40
34,31
-30,127
34,31
-6,-6
-39,-39
-17,-14
48,50
19,19
44,44
-43,-43
11,15
21,21
-31,-22
44,44
14,22
-8,-2
-19,-9
-43,73
-21,-28
-25,-104
15,-66
22,22
-37,-37
41,41
27,27
-32,-35
-8,-8
-1,-1
15,14
11,6
43,-57
-10,51
-32,-35
-42,-41
18,18
-48,0
-30,-39
-41,-40
36,49
-20,-20
-9,-9
19,-57
-26,-26
-40,-22
-15,-14
11,11
43,39
-13,-14
15,17
-43,65
41,42
33,81
-42,-42
31,59
-27,-28
41,38
6,8
8,7
24,24
-45,-47
-12,-12
-22,-22
-9,-10
-9,-8
-29,65
19,6
30,30
-36,-36
33,33
-43,-42
13,13
40,-62
-47,-47
17,70
-33,-33
48,-62
36,36
31,31
-16,-11
-40,-40
49,50
21,21
28,28
27,7
-14,-14
44,45
-6,-92
-46,18
46,47
46,46
37,29
-28,-28
35,35
-12,-12
-17,-17
-14,-38
-32,-32
47,28
-37,-31
9,9
-50,-51
6,5
-16,-46
-26,-26
-45,32
20,20
36,36
-32,143
31,31
12,17
25,25
35,-60
15,15
13,13
7,7
-12,-12
-31,76
-20,-20
-22,-22
-25,-3
-2,-2
44,36
33,65
30,7
11,21
10,10
29,-49
27,34
-1,-1
28,28
44,41
46,46
-36,-120
38,-97
-43,-43
-2,-6
16,15
47,18
33,39
-23,-23
-8,-8
-14,-14
-32,-88
16,17
29,29
-50,-50
14,14
-29,-32
39,35
44,-57
-22,72
-25,-24
-42,65
-2,-2
-5,-5
-43,-32
-12,-12
-16,-16
-17,-17
-25,-24
-37,-25
-50,-50
-36,-34
22,23
-47,-47
-3,53
-25,32
-42,-43
-43,-41
40,40
-20,-14
40,46
24,-36
8,8
-24,-24
33,30
-36,-36
-20,-31
-50,-44
26,26
-49,-4
48,-63
-48,-48
-35,-35
41,41
-15,-14
-23,-24
-27,-26
23,-26
-39,18
8,8
-27,-39
-32,82
-10,71
32,33
47,43
22,15
6,-70
39,40
28,28
-6,-6
46,45
46,46
-34,-34
-2,-2
48,16
13,13
-48,-48
30,137
-34,-34
35,35
-29,109
10,-13
-2,21
-34,-38
37,-73
-9,-9
-33,83
-43,-43
-28,-28
-42,-35
-43,-26
36,37
-5,-52
-22,-22
-7,-6
-12,-12
-6,-4
10,11
-36,-36
-25,23
-41,-41
14,14
-38,-36
-36,47
27,27
-14,-56
44,-35
-33,-11
-17,-17
17,18
26,15
12,11
-15,-15
35,35
47,47
-26,-23
-18,-14
7,8
-1,-1
33,33
-12,-12
-24,-24
36,35
-31,-37
-5,-7
-7,-7
48,48
14,15
-21,-24
24,-16
-34,-35
-4,-4
-29,-29
-36,79
48,-75
-18,-18
23,17
-25,65
43,43
18,13
-47,27
-25,-24
-11,-81
14,14
45,45
21,21
-43,-43
-32,-20
46,46
32,32
7,-12
-31,116
-21,-20
-8,-8
-14,-14
30,30
10,10
12,12
8,7
14,16
-5,-1
-44,-57
-5,-6
-13,-12
-49,93
-6,9
47,48
-11,-13
-26,-19
-29,-28
38,35
16,16
-48,-48
-43,-43
8,-4
27,27
-48,-48
25,24
31,-19
47,-24
-20,102
-39,-38
-9,83
26,26
17,16
-21,-16
-1,-10
9,10
-37,-36
27,27
-17,-17
15,19
37,37
-50,-50
-18,-18
14,37
47,46
-20,-19
-24,-18
-9,-8
-45,-7
-36,-35
13,14
-39,8
41,42
-33,-12
35,19
-33,-32
-11,117
-46,-34
-5,-32
-30,100
-20,-16
-38,-38
30,14
31,31
-36,42
40,46
23,23
8,7
30,30
35,35
30,31
48,48
30,30
12,12
-5,-3
20,20
-4,-4
41,102
-2,-2
-18,-132
47,38
-18,-17
-25,-25
-35,75
-33,-26
-3,-3
-5,-5
36,36
17,31
7,40
10,10
-24,-19
-39,-39
47,47
21,-11
25,24
30,30
-11,29
-38,-59
-15,-134
-17,-16
38,38
-19,-19
-47,78
-32,-20
-16,88
-25,-15
47,-74
-15,-15
-3,-2
-18,-18
-21,-20
49,41
48,49
24,24
-40,-40
-14,-14
-30,-30
-46,-54
20,-95
19,29
-26,-27
-47,-47
-21,-22
29,26
7,7
8,8
-31,-31
-40,-6
28,34
35,34
46,60
-28,-26
-7,-6
-33,-33
27,27
-16,-16
27,27
-13,-13
25,25
-1,0
-34,-25
16,14
-35,-35
-21,-20
-33,-33
44,111
46,-36
-20,-16
-2,1
29,29
43,34
-15,-15
14,13
-7,-7
45,-31
-36,-36
29,29
-10,-10
-3,-61
-14,-14
41,41
13,16
-18,-18
-36,-23
30,28
15,13
28,26
-26,-23
18,-133
-14,-26
12,12
11,5
46,46
21,46
28,78
33,30
23,23
13,17
-37,-37
-5,-5
34,-100
39,-14
-38,84
-20,-20
45,44
-19,-17
41,-82
-13,-12
-47,-20
-49,-48
-4,-5
-11,-8
-47,-11
37,-81
-40,-33
-48,-51
-41,-41
-36,-43
-23,-77
22,23
42,40
38,38
36,36
35,85
28,28
30,26
-3,0
-47,-47
-36,-46
-24,91
-29,-28
-26,-24
-5,32
15,13
46,36
-4,-4
-24,141
-28,63
20,21
39,39
-15,-23
-11,-98
29,30
12,-3
-21,-75
7,32
-43,-43
41,41
-20,-22
-1,-1
43,43
-32,-26
25,52
-45,-54
8,7
25,23
11,24
28,28
32,32
-10,-10
27,27
-7,-8
34,34
-1,-2
40,40
-2,-2
35,33
35,-21
-37,-14
-20,-47
30,19
23,-73
48,1
13,-84
19,28
-1,-11
26,-33
-42,-42
-23,-24
26,23
-1,-1
-2,-2
44,44
-46,-45
7,-31
39,-85
23,59
-5,-21
-48,-54
41,39
-36,-36
15,-91
19,17
28,68
-20,174
33,17
31,33
17,16
-24,-22
-6,-6
31,-20
34,-47
-3,-3
25,-11
-28,90
-9,-9
-33,102
49,49
17,-61
-31,-9
30,30
9,9
-48,25
-50,-51
-15,-2
44,-45
-24,-32
37,37
-21,-22
39,39
21,7
-3,66
-50,-20
-10,-12
-49,49
-43,-29
-22,80
-14,13
-40,-36
40,39
-11,-11
-28,-27
48,-18
11,11
-5,-4
37,37
17,40
18,19
39,-71
-30,139
21,21
-36,-36
10,18
-24,-16
9,9
-20,-22
-2,-77
36,37
34,34
36,117
-4,-4
48,47
-47,-3
-14,-8
-5,-5
-20,-34
10,10
-32,48
21,95
15,12
-27,-27
7,7
-24,-24
-50,-43
-5,-3
44,-14
29,17
-12,-12
43,43
36,36
-22,-22
37,-35
-21,-21
45,44
-32,-32
13,13
13,12
29,-41
26,-79
39,-94
-49,-45
38,-92
-41,-32
32,32
-31,-31
45,47
12,10
-15,72
48,48
10,9
47,47
-33,-32
23,23
25,-12
23,23
27,27
30,-14
-38,-68
-6,-4
-20,-5
-30,-29
-6,-4
38,38
-32,-23
20,20
33,33
15,17
40,31
-38,-38
-1,-3
-39,-39
17,17
-44,-37
47,39
-21,94
19,35
-48,-46
10,-6
16,16
-14,-13
36,36
19,-10
-33,36
31,31
-36,-36
35,35
-35,-35
-44,-45
45,-103
-43,-43
-8,-8
7,-96
-12,-8
38,96
40,-25
-41,-50
43,-26
12,12
17,17
-43,-17
22,23
-39,-41
-16,-14
16,16
45,-57
36,49
-24,-24
49,49
-16,-112
-17,62
29,87
-39,-38
39,39
-2,-1
-16,-16
24,-65
33,33
44,39
-17,-17
19,19
-14,-6
9,-90
34,33
-4,-115
-20,-2
46,46
8,15
33,33
29,28
34,34
-36,-25
-46,65
21,20
-24,-24
-50,-49
-23,76
-24,-9
-4,-6
-9,-9
-38,-43
-17,-20
9,9
16,17
36,36
-46,-46
-33,-33
8,2
-8,-18
-49,-49
14,6
-47,-49
-23,-23
24,14
-44,-43
15,15
-41,-42
-12,-18
21,21
35,36
48,-12
-50,-50
17,17
18,18
-42,-41
45,43
-40,-40
30,30
17,17
18,22
-35,-35
-1,-1
-11,-95
-39,-40
-48,-48
-17,-17
34,27
22,-124
-9,-9
43,-117
14,14
27,27
-36,-45
31,28
38,77
32,39
31,30
45,44
-48,-48
-44,-43
-41,-37
18,18
-29,-29
-28,-24
16,15
48,36
38,-60
44,46
23,-40
-21,7
-21,17
-43,70
-7,-7
31,27
-1,-1
-37,-37
-46,-46
-2,-115
-16,-17
-44,-66
30,30
-11,-11
48,-28
8,8
-42,-42
13,13
-35,-24
-42,-42
6,-77
48,48
14,14
-17,44
-2,1
40,31
-32,-33
-30,-28
8,8
-39,-39
-21,4
-4,28
19,42
-12,-11
-18,-17
-1,-1
34,34
-25,-25
-10,-10
15,19
39,39
-18,-18
31,31
36,-78
47,-81
24,-98
-42,-42
-41,-41
27,20
16,2
30,30
-22,-19
23,21
-46,51
39,39
9,9
