-661,184
210,-52
259,-72
957,530
-519,-449
245,54
-706,888
-1070,-858
-21,5
-1674,-1029
-117,185
-698,-460
-318,-219
165,89
798,114
-195,-204
230,-5
-177,174
-288,18
-222,445
-104,198
-632,58
-370,232
-1266,-1003
405,-144
-1270,1
-7,-23
-1688,-444
-814,-486
-120,-50
-727,-626
-448,337
-608,-482
85,-19
-670,730
-329,-329
239,101
143,-41
-717,712
-573,-170
-391,-396
-140,-141
85,38
221,-149
-963,235
10,3
131,-38
838,-507
-471,-28
-443,256
87,-10
-402,-297
868,130
-271,290
-633,-465
48,10
594,-240
411,-19
-81,99
-419,25
125,-48
323,-92
131,18
821,-2
363,90
-891,-833
-1338,-1177
-212,409
382,-146
135,-88
567,-241
-556,-192
-141,133
17,14
-547,-407
367,-328
-147,186
237,8
-726,-388
379,107
419,-209
-118,-11
-853,-299
-398,-30
-185,270
-1050,19
-676,-382
-1115,-522
-873,-770
-534,-44
481,43
-267,-137
536,-415
404,-156
-977,-684
732,246
-1010,237
464,-262
-613,579
-318,-317
-144,-143
141,-12
-910,234
-814,314
231,0
618,-9
-380,249
-286,-107
-103,98
-139,-141
-1006,134
-124,242
-195,-201
-115,18
-942,555
-416,495
-530,224
395,106
-486,-230
239,101
121,61
-555,-280
201,-108
-376,181
-366,154
-416,-45
-204,-21
-301,339
-388,200
64,-57
-195,195
-265,-32
279,-129
-143,-124
-365,-206
-431,-350
902,115
-616,-294
264,35
-188,192
-167,72
-225,253
-517,125
654,-102
-431,-188
-559,-230
-853,-635
212,-149
-716,2
-708,-197
350,-275
-1152,-1094
-498,-32
333,17
-1169,-403
574,-221
779,438
-547,-387
-298,261
125,-81
-594,311
-494,-509
30,31
-453,193
-949,-640
-106,26
-154,199
332,-155
311,60
-830,-711
-138,78
-18,-8
-557,-572
620,99
101,-34
-160,174
-239,-218
118,-18
-238,39
370,-59
288,-147
-438,34
-612,-596
309,-134
-610,-113
-568,-582
-1182,-810
-169,95
-450,320
238,-83
-544,396
-358,-208
-844,-344
-765,-109
77,17
-320,21
301,-153
-631,-626
-341,-282
-454,-158
-67,-84
870,-98
-549,-478
-677,-534
-900,-879
-19,52
-231,-176
718,165
-295,-154
-373,-390
-594,-397
505,8
-1595,172
986,78
-278,55
-22,29
-323,-62
-914,292
-901,-782
181,-63
-342,130
-435,-435
-97,-115
887,21
217,-41
181,-145
-439,639
