28 28
-15 -15
20 20
-38 -38
20 20
12 12
-15 -15
14 -4
-1 -1
-10 -10
-40 -40
37 37
-45 -20
22 -18
-12 -12
-19 -19
-4 -4
-49 -49
-3 -3
-17 -17
-11 -11
28 28
32 32
-31 -31
48 48
33 33
20 20
25 25
-26 -26
12 12
-8 49
-21 80
-43 -43
8 8
12 12
18 18
32 32
-34 -34
18 18
-11 -11
-28 -28
25 25
43 43
-40 -40
34 34
29 29
-22 103
31 31
-13 50
-29 -29
9 54
-20 -20
14 14
16 -10
15 15
44 44
47 47
-28 -28
33 33
-6 -6
-10 -10
-29 -8
25 25
-24 -24
44 44
21 21
23 109
-34 97
10 10
-16 -16
-50 -50
40 40
-33 -33
45 45
10 10
-9 -9
-7 -7
-17 -17
-20 -20
-40 -40
10 10
-17 21
-47 -47
-24 -24
-32 -32
-31 -31
-49 -49
23 23
36 36
49 16
20 20
15 15
14 14
16 16
24 24
9 9
33 -45
-14 -14
6 -41
-40 3
-31 -31
16 16
43 43
-43 73
-40 -40
-47 -47
29 123
-42 -42
41 41
11 11
-39 -39
-38 -38
16 16
-17 -17
-39 -39
33 33
-25 -25
-25 -2
49 49
-36 -36
22 22
-32 -32
10 -26
-3 -3
-41 -41
34 34
-30 90
34 34
-6 -59
-39 -39
-17 -17
48 48
19 19
44 44
-43 54
11 -17
21 21
-31 -31
44 44
14 14
-8 -8
-19 -19
-43 39
-21 -21
-25 -25
15 -51
22 22
-37 -37
41 41
27 -22
-32 -98
-8 -8
-1 -60
15 15
11 11
43 -118
-10 42
-32 18
-42 -42
18 18
-48 10
-30 -30
-41 -41
36 36
-20 -20
-9 -9
19 19
-26 -109
-40 -40
-15 -15
11 11
43 43
-13 -13
15 15
-43 56
41 41
33 33
-42 -42
31 31
-27 -27
41 41
6 6
8 8
24 24
-45 -45
-12 -12
-22 -22
-9 -9
-9 -9
-29 73
19 -33
30 30
-36 -36
33 33
-43 -43
13 13
40 -39
-47 14
17 17
-33 -33
48 -49
36 97
31 31
-16 -16
-40 -84
49 28
21 21
28 28
27 27
-14 -14
44 44
-6 -79
-46 -46
46 46
46 46
37 -19
-28 -28
35 35
-12 -38
-17 -17
-14 -14
-32 -4
47 47
-37 -37
9 9
-50 -74
6 6
-16 -16
-26 -26
-45 -45
20 20
36 -8
-32 -32
31 31
12 -42
25 25
35 35
15 15
13 13
7 27
-12 -12
-31 83
-20 -20
-22 -22
-25 -25
-2 -2
44 44
33 33
30 30
11 11
10 10
29 29
27 96
-1 -1
28 28
44 44
46 46
-36 -36
38 -96
-43 -43
-2 93
16 -49
47 -34
33 33
-23 -23
-8 114
-14 -14
-32 -32
16 16
29 29
-50 24
14 14
-29 -29
39 39
44 44
-22 68
-25 -103
-42 -42
-2 -2
-5 -51
-43 -43
-12 -12
-16 -16
-17 -17
-25 -25
-37 -37
-50 -12
-36 72
22 22
-47 -47
-3 -3
-25 36
-42 -42
-43 -43
40 40
-20 -20
40 40
24 24
8 8
-24 -24
33 33
-36 -36
-20 -55
-50 -50
26 26
-49 -49
48 48
-48 -48
-35 -35
41 41
-15 -15
-23 -23
-27 -27
23 23
-39 -39
8 8
-27 -27
-32 -32
-10 6
32 32
47 47
22 -2
6 -15
39 39
28 28
-6 -6
46 46
46 46
-34 -34
-2 -2
48 -70
13 13
-48 -48
30 30
-34 -34
35 -13
-29 38
10 -53
-2 -2
-34 -34
37 -111
-9 -9
-33 82
-43 -43
-28 24
-42 -17
-43 -24
36 36
-5 -5
-22 -22
-7 -7
-12 11
-6 -6
10 10
-36 -36
-25 -25
-41 -41
14 14
-38 7
-36 76
27 93
-14 -14
44 -42
-33 -11
-17 -17
17 17
26 26
12 12
-15 -15
35 -14
47 47
-26 -26
-18 -18
7 82
-1 -1
33 33
-12 -12
-24 -78
36 63
-31 -51
-5 -5
-7 -7
48 48
14 14
-21 -92
24 24
-34 -34
-4 -4
-29 -29
-36 -36
48 -81
-18 -18
