-676 736
-151 -52
-169 -57
-248 703
-524 659
-68 62
-711 1231
-1073 1497
-32 61
-1692 2021
-118 192
-722 1039
-343 672
-97 95
-259 127
-221 441
-140 -2
-196 217
-312 370
-241 471
-126 213
-660 711
-377 506
-1294 2266
-306 -120
-1275 1522
-27 28
-1694 3054
-826 1516
-132 221
-731 747
-476 724
-628 771
-32 20
-679 1169
-337 504
-98 105
-85 12
-734 1378
-588 1070
-401 677
-156 188
-41 38
-183 -73
-985 1460
-7 19
-38 111
-788 -504
-473 607
-444 548
-11 25
-428 761
-371 177
-292 441
-660 1245
-2 50
-566 0
-181 17
-110 120
-447 553
-48 59
-183 39
-86 30
-11 96
-184 108
-900 1123
-1357 1784
-215 426
-193 -141
-122 32
-316 212
-583 747
-149 241
-12 26
-563 661
-340 -126
-150 236
-9 27
-753 1206
-54 164
-233 -171
-148 286
-879 1265
-425 769
-207 321
-1064 2123
-696 1274
-1134 1164
-885 1700
-556 958
-337 62
-295 576
-463 90
-333 -39
-981 1458
-75 422
-1021 1988
-400 -174
-632 908
-319 413
-156 195
-40 10
-923 1733
-815 1478
-5 78
-26 444
-400 649
-309 343
-128 129
-162 206
-1020 1112
-147 270
-210 361
-129 206
-970 1097
-435 529
-549 966
-33 299
-498 658
-47 132
-67 67
-584 1082
-198 -95
-399 406
-381 496
-434 453
-226 427
-329 574
-392 438
-61 -53
-214 335
-280 308
-136 -122
-145 212
-378 417
-444 809
-271 129
-631 1262
-131 37
-204 237
-180 217
-243 279
-533 923
-584 -93
-437 837
-582 875
-860 1022
-178 -145
-718 1340
-731 1158
-312 -115
-1172 1880
-513 924
-52 22
-1172 2086
-232 -209
-9 480
-574 797
-323 494
-100 32
-615 1126
-511 594
-2 50
-458 519
-965 1089
-110 191
-178 301
-178 -133
-95 234
-851 1001
-145 190
-21 46
-577 1067
-147 103
-35 -31
-163 191
-240 337
-113 -12
-241 384
-116 250
-211 -69
-439 773
-618 733
-196 -37
-623 1084
-593 637
-1196 1794
-174 351
-463 601
-200 8
-553 854
-385 703
-846 1400
-770 967
-14 41
-335 336
-170 -148
-634 747
-343 666
-473 537
-84 142
-688 -46
-563 637
-707 1385
-907 1069
-48 92
-258 403
-137 276
-307 431
-394 575
-612 651
-10 269
-1624 2014
-572 130
-306 458
-23 45
-352 361
-928 1676
-908 1403
-117 73
-348 532
-454 873
-117 218
-419 25
-50 71
-148 -29
-444 655
-122 246
-531 680
-472 -205
-39 58
-176 12
-116 219
-136 699
-250 462
-199 -96
-702 1028
-670 1187
-13 99
-1814 3499
-282 504
-405 498
-145 155
-278 473
-907 1368
-627 737
-804 1007
-74 -74
-468 922
-1021 1211
-696 1041
-202 394
-673 1117
-274 -165
-9 36
-476 508
-346 387
-921 1700
-2055 2666
-274 62
-438 542
-53 42
-794 62
-747 1413
