-661,277
210,-54
259,-74
957,281
-519,-502
245,60
-706,933
-1070,-858
-21,-19
-1674,-898
-117,118
-698,-471
-318,-92
165,93
798,113
-195,-186
230,-64
-177,201
-288,44
-222,462
-104,55
-632,80
-370,248
-1266,-900
405,-212
-1270,-24
-7,15
-1688,-551
-814,-576
-120,-98
-727,-696
-448,455
-608,-403
85,14
-670,782
-329,-330
239,103
143,4
-717,781
-573,-300
-391,-401
-140,-150
85,33
221,-102
-963,211
10,3
131,-24
838,-527
-471,165
-443,212
87,-1
-402,-134
868,173
-271,371
-633,-410
48,37
594,-269
411,-5
-81,95
-419,46
125,-42
323,-121
131,-83
821,-7
363,104
-891,-764
-1338,-1007
-212,325
382,-148
135,-80
567,-311
-556,-235
-141,190
17,22
-547,-358
367,-327
-147,82
237,0
-726,-467
379,153
419,-200
-118,49
-853,-83
-398,-202
-185,135
-1050,101
-676,-664
-1115,-615
-873,-707
-534,-215
481,57
-267,-272
536,-327
404,-311
-977,-632
732,210
-1010,296
464,-193
-613,594
-318,-318
-144,-47
141,-32
-910,313
-814,402
231,35
618,9
-380,303
-286,-22
-103,8
-139,-138
-1006,57
-124,231
-195,-159
-115,193
-942,592
-416,435
-530,310
395,134
-486,-253
239,128
121,62
-555,-333
201,-108
-376,183
-366,68
-416,-46
-204,-137
-301,382
-388,198
64,-61
-195,23
-265,-79
279,-133
-143,-36
-365,-144
-431,-254
902,93
-616,-477
264,17
-188,6
-167,39
-225,243
-517,-5
654,-97
-431,-184
-559,-299
-853,-848
212,-167
-716,-28
-708,-140
350,-305
-1152,-1158
-498,-42
333,2
-1169,-540
574,-214
779,458
-547,-396
-298,326
125,-96
-594,364
-494,-503
30,19
-453,62
-949,-674
-106,137
-154,284
332,-154
311,59
-830,-754
-138,158
-18,1
-557,-576
620,96
101,-35
-160,183
-239,-199
118,-22
-238,-130
370,-65
288,-155
-438,95
-612,-610
309,-53
-610,-100
-568,-460
-1182,-786
-169,-112
-450,316
238,-5
-544,427
-358,-227
-844,-386
-765,44
77,36
-320,-104
301,-156
-631,-607
-341,-316
-454,-259
-67,-67
870,-146
-549,-556
-677,-452
-900,-895
-19,39
-231,-124
718,269
-295,-169
-373,-384
-594,-383
505,3
-1595,285
986,121
-278,-40
-22,27
-323,-141
-914,340
-901,-726
181,-107
-342,35
-435,-448
-97,-31
887,-91
217,3
181,-36
-439,553
-96,117
-514,-244
874,-467
-22,44
832,-172
-96,182
816,-76
-236,34
306,-197
-697,-697
-646,-364
520,-6
-1805,-1438
-280,195
-378,-314
-129,-90
-274,-192
-883,-895
-610,166
-789,-782
231,-74
-452,-457
-1014,-877
-671,-145
-179,98
-643,86
280,-180
19,-7
-447,158
-322,74
-893,-51
-2053,-1765
539,7
-420,-433
200,30
968,57
-731,736
-1276,-775
-1150,-221
-560,-156
1078,-303
-463,-150
-371,273
-405,-421
-570,376
118,15
270,-63
-159,197
-212,226
-672,414
-792,891
-2100,285
-854,-750
-22,20
-538,19
-457,-218
-521,-142
-420,7
423,-348
373,-249
-579,767
-118,199
804,392
-732,-133
148,54
-105,141
-342,-232
-263,-126
-257,480
-92,-82
-144,244
-518,-105
166,44
-171,290
23,-1
-20,73
-18,27
-278,14
-215,-165
-778,-326
318,-36
-262,-226
-779,-110
190,-96
-148,-147
589,-168
-519,-539
366,-52
-624,356
-306,-326
-159,230
-569,209
-672,-140
-549,-519
247,-161
-607,-360
263,-89
723,-269
-794,116
-175,-120
219,-24
-896,922
-9,-32
-153,6
-375,-374
-409,-193
-658,-621
1374,-381
182,-115
266,-196
-586,350
-836,248
-1080,-581
-1168,371
91,-77
-872,-79
-440,83
-353,492
-189,397
584,-229
-1074,-937
101,-30
-338,187
-476,565
230,-152
-747,-255
231,-86
189,45
183,-25
-402,223
-1436,-1234
-1390,-1236
-537,436
376,141
45,-25
349,-203
-964,-187
-317,-334
-929,-237
-258,-125
-746,-587
-428,333
-700,-168
-583,-378
-614,-633
112,-45
-282,128
-67,92
-175,350
-1035,-673
-254,-168
367,-355
677,126
1212,-760
-679,-699
-589,-171
-515,-145
-1517,-1221
-596,-483
-7,13
115,1
-1037,-517
505,184
-358,183
-721,-746
-510,783
-371,-276
-1233,-1176
1069,179
-169,-135
-633,-653
-519,-183
-430,94
139,-11
-278,-102
27,25
659,-255
-260,-62
-518,393
-812,223
-116,254
-314,41
132,32
-283,-268
-258,-198
67,-24
226,-95
-556,319
-842,-409
-774,-555
-176,-64
-550,11
-366,354
740,56
363,31
-1552,-1378
-94,102
-826,-519
-173,-126
-674,-672
112,11
313,-197
900,-348
426,-73
339,269
567,13
-856,732
40,-22
175,-31
-54,-18
1514,-234
418,-51
-1154,-111
-160,-153
-713,-645
214,-163
-939,5
-578,368
-984,373
5,15
-77,-90
797,-16
-1197,-1143
-1022,-1007
53,26
-183,0
638,-492
-142,23
525,-123
-760,-577
-171,29
-386,593
-153,-158
1192,-104
1008,-140
241,-11
-313,-305
759,-348
-815,-806
336,-27
494,-146
-1080,-870
-366,-173
-47,110
-963,31
320,258
-313,233
-15,-28
-42,46
-941,-827
-239,452
-977,-31
704,-485
72,14
634,-432
-306,394
-681,737
465,311
-228,-190
-61,160
569,-199
389,-215
617,-133
-963,-709
263,-22
265,-62
118,-15
930,-635
787,20
-143,198
-425,-436
-870,-7
-812,-292
-432,-124
-756,-374
-502,-509
-805,-701
282,-8
-355,139
-527,279
-451,240
-220,-201
-110,-12
-920,-287
176,111
-790,-780
382,-305
-654,-328
753,266
-451,-437
-315,-122
-709,-103
-272,229
515,-47
-53,-49
-230,-144
-252,-275
-366,401
-545,-260
-120,96
-711,-159
248,60
-396,-273
-494,-438
-955,-201
-960,-550
-318,673
-27,2
-530,-523
-293,-38
102,-36
-795,-425
-510,-499
-883,-369
-524,425
-1036,-352
-583,-570
-841,-494
-389,-366
-97,137
-112,-101
-65,96
-623,206
-1285,-890
345,-71
-794,-774
-531,-413
471,344
47,-2
-919,-204
-719,302
825,-128
393,200
346,-159
891,-127
200,39
-614,-527
-752,-683
383,-115
668,-9
-108,89
470,-162
-72,37
422,-253
-218,46
-1224,-901
-860,-503
-397,546
-774,-572
-434,-451
-730,-253
1000,-45
-633,-548
-451,-315
163,-77
10,4
371,-49
-547,154
-601,-36
178,64
-215,230
-172,-124
-609,-569
-354,441
-100,63
439,-160
-328,-204
-159,-178
-206,205
-496,248
-707,-487
-275,-267
426,238
-1446,-95
75,-26
-730,317
-605,-557
-443,-455
-388,-392
95,-42
211,43
-476,-473
-230,-226
45,-17
-677,210
-514,-509
-218,-222
89,-48
-256,316
-570,-376
-262,491
-254,66
-542,-489
357,-180
-321,-228
-523,-290
69,-11
579,-238
-1121,-75
-873,-895
-706,-681
520,-351
72,-55
201,-2
-407,-412
23,27
-799,-510
-930,633
-282,-224
-97,160
-903,-32
114,83
-199,-124
-654,-48
768,476
140,-103
334,-128
-387,439
644,-75
-59,64
-365,-196
-263,-261
389,-109
170,78
391,-49
329,29
-923,-630
611,-198
239,-7
-73,-32
-287,337
284,-91
-522,555
529,119
-83,64
-1493,-1360
-979,-390
497,-291
-265,270
149,63
-167,-121
-121,250
25,9
-83,157
-247,110
-759,-565
-87,164
111,8
-32,-32
-344,411
-496,-235
-59,133
297,-188
-497,-509
-308,-325
-185,40
-869,1048
175,-17
317,-159
166,-38
-619,480
955,-216
-498,-517
-217,321
-187,-186
-302,421
-334,402
670,-331
132,-39
473,-156
-789,-182
431,225
210,17
1268,-568
-649,-159
412,-33
-285,-200
-1018,-340
-668,669
-231,224
97,-41
-1101,39
-838,671
-1145,-54
-882,-626
-205,358
-378,568
-1162,-799
1083,-960
-40,-56
-537,-541
-287,-129
5,10
-364,-292
65,4
436,133
195,-191
-110,-52
-822,-322
-788,-746
-172,280
