0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.049999999999999822e+00 2.250000000000000000e+00 0.000000000000000000e+00
1.350000000000000089e+00 7.500000000000000000e-01 0.000000000000000000e+00
1.500000000000000000e+00 -7.500000000000000000e-01 0.000000000000000000e+00
3.000000000000000000e+00 1.799999999999999822e+00 0.000000000000000000e+00
3.599999999999999645e+00 4.499999999999999556e-01 0.000000000000000000e+00
4.500000000000000000e+00 -7.500000000000000000e-01 0.000000000000000000e+00
3.000000000000000000e+00 -1.799999999999999822e+00 1.000000000000000000e+00
6.000000000000000000e+00 -2.549999999999999822e+00 0.000000000000000000e+00
4.500000000000000000e+00 3.449999999999999734e+00 0.000000000000000000e+00
5.250000000000000000e+00 2.250000000000000000e+00 0.000000000000000000e+00
6.750000000000000000e+00 2.700000000000000178e+00 0.000000000000000000e+00
7.050000000000000711e+00 7.500000000000000000e-01 1.000000000000000000e+00
8.250000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.050000000000000711e+00 -1.650000000000000133e+00 0.000000000000000000e+00
8.100000000000001421e+00 -2.549999999999999822e+00 0.000000000000000000e+00
8.100000000000001421e+00 2.250000000000000000e+00 0.000000000000000000e+00
9.899999999999998579e+00 1.049999999999999822e+00 0.000000000000000000e+00
